product,scenario,region,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Ammonia,BAU,Global,62.76627512,63.86101085,65.03120096,66.17151193,67.2819326,68.36254774,69.41326082,70.43412404,71.4251835,72.38638192,73.31768942,74.21922943,75.0908508,75.93275245,76.7446961,77.5267784,78.27904538,79.00145138,79.69400983,80.35677072,80.98966073,81.59269406,82.1658729,82.70920458,83.22274918,83.70630697,84.16011328,84.5840728,84.97818691,85.34240817,85.67686164
Ammonia,BAU,North America,6.180138522,6.287942022,6.357310255,6.424246685,6.488671628,6.550609282,6.610032216,6.666975523,6.72144879,6.773416235,6.822918145,6.869930859,6.914516909,6.95662252,6.996327099,7.033548387,7.068419041,7.100859688,7.130906355,7.158580836,7.183894657,7.206892944,7.227506016,7.245831278,7.261808626,7.275527606,7.286952451,7.296095627,7.302979457,7.307626445,7.31005072
Ammonia,BAU,Latin America,3.529098848,3.590654714,3.758895293,3.924423466,4.087248771,4.247401477,4.404876107,4.559680978,4.711806896,4.861242611,5.007953946,5.15195031,5.293193139,5.431666046,5.567335278,5.700173682,5.830183247,5.957278061,6.081459718,6.202738881,6.321031512,6.436310052,6.54859988,6.657814679,6.763931663,6.866913494,6.966803952,7.063491654,7.157005896,7.247279189,7.334291566
Ammonia,BAU,Africa,3.276861053,3.334012471,3.482854391,3.629236276,3.773191893,3.914737784,4.053870667,4.190593067,4.32489649,4.456759746,4.586198981,4.713197576,4.837673785,4.959703417,5.079175449,5.196120923,5.310502223,5.42229485,5.531469898,5.638008212,5.741873109,5.843064483,5.94156303,6.037279653,6.130279736,6.22044134,6.307819822,6.392361073,6.474043055,6.552813063,6.628722721
Ammonia,BAU,Middle East,6.946810399,7.067945329,7.363992097,7.655031041,7.941103636,8.222239508,8.498453913,8.769769216,9.036135861,9.297552438,9.554003453,9.805437395,10.05181631,10.29310397,10.52927515,10.76027954,10.9860691,11.20659371,11.42182627,11.63170806,11.83618375,12.03520195,12.22871725,12.41672307,12.59913126,12.7758732,12.94694785,13.1123081,13.27187795,13.42562374,13.57349356
Ammonia,BAU,Russia,4.673955684,4.755469543,4.758192403,4.7573959,4.753307976,4.746051618,4.77784212,4.820812445,4.86822406,4.917413024,4.967058172,5.010450763,5.051981269,5.091645076,5.129445288,5.16540692,5.199500303,5.231750446,5.262197511,5.290786927,5.317561616,5.342519536,5.365678846,5.387011393,5.406559411,5.424314482,5.440293086,5.454477126,5.466900283,5.477549752,5.486432471
Ammonia,BAU,Europe,5.759207806,5.859656168,5.903955514,5.946152748,5.986232653,6.024195666,6.060029282,6.093738245,6.125319685,6.154796746,6.182155801,6.20743583,6.230628299,6.251768844,6.270856007,6.287901749,6.302948701,6.315975273,6.32703858,6.336136276,6.343285644,6.348514831,6.351830548,6.353259264,6.35281771,6.350513241,6.346365145,6.34041915,6.332657586,6.323111921,6.311799926
Ammonia,BAU,China,14.36001501,14.36001501,14.36001501,14.36001501,14.36001501,14.36001501,14.36001501,14.36001501,14.36001501,14.36001501,14.36001501,14.36001501,14.36001501,14.36001501,14.36001501,14.36001501,14.36001501,14.36001501,14.36001501,14.36001501,14.36001501,14.36001501,14.36001501,14.36001501,14.36001501,14.36001501,14.36001501,14.36001501,14.36001501,14.36001501,14.36001501
Ammonia,BAU,India,6.093615316,6.199901996,6.29019916,6.378530366,6.464820731,6.549026615,6.617305835,6.678783001,6.7356875,6.788889786,6.838817925,6.887703928,6.934099886,6.978047182,7.019514728,7.058538208,7.095117966,7.129290202,7.161036547,7.190394993,7.217366676,7.241956377,7.264179633,7.284059132,7.301611683,7.316825907,7.329728015,7.340336096,7.348652576,7.354692438,7.35847673
Ammonia,BAU,Rest of Asia,11.17214137,11.6012379,11.9262449,12.24203463,12.54847646,12.8454897,13.10874483,13.35432572,13.58620169,13.80590189,14.01417089,14.21497974,14.40577292,14.58669517,14.75763671,14.9187397,15.06998718,15.21152318,15.34330574,15.46543762,15.57794827,15.68085326,15.77421872,15.85810858,15.932608,15.99767098,16.05340085,16.09985118,16.13705063,16.16504483,16.18391299
